Drug Protein Probability
172 329 0.95772153
172 363 0.9647299
173 50 0.9809388
173 84 0.99895465
173 99 0.9924051
173 109 0.9930588
173 165 0.99838376
173 257 0.99636495
173 280 0.9282617
173 310 0.9976376
173 363 0.9998821
173 408 0.9956844
173 427 0.9984554
173 436 0.99422556
173 460 0.97710437
173 473 0.9318691
173 723 0.9521381
173 1174 0.91249424
175 7 0.9456494
175 224 0.94009155
175 506 0.981952
175 1171 0.9885244
176 7 0.9344134
176 11 0.91325074
176 13 0.97825444
176 84 0.9569431
176 99 0.9635898
176 109 0.99946576
176 165 0.9983954
176 176 0.96730554
176 243 0.9234664
176 310 0.9693943
176 327 0.98956865
176 329 0.9993031
176 331 0.97647583
176 359 0.9035832
176 363 0.9574702
176 671 0.99510694
176 697 0.9176405
176 990 0.9093611
176 999 0.94642353
176 1149 0.91522026
176 1167 0.9967589
176 1508 0.9877165
177 27 0.9879512
177 40 0.9867735
177 41 0.97392184
177 120 0.9991874
177 140 0.9388183
177 151 0.9971156
177 165 0.9370676
177 190 0.9449691
177 195 0.92211235
177 224 0.9798852
177 279 0.9970503
177 289 0.9428628
177 310 0.9423984
177 327 0.95787233
177 381 0.9561174
177 395 0.9569737
177 431 0.97072756
177 460 0.92775154
177 461 0.9978109
177 571 0.99819726
177 989 0.9880404
177 1170 0.93099123
177 1203 0.97181433
177 1234 0.9855473
179 140 0.97061306
179 279 0.9875426
180 13 0.9617946
180 99 0.99916756
180 165 0.99600214
180 244 0.9267439
180 310 0.9983614
180 395 0.97999096
180 408 0.9818216
180 461 0.95458275
180 547 0.9197643
181 367 0.9803491
181 431 0.9518008
181 461 0.9397161
181 988 0.9095976
181 1170 0.94320893
182 989 0.96403575
183 68 0.9838023
183 151 0.9965328
183 195 0.9139398
183 257 0.94437444
183 327 0.99253523
183 395 0.9326695
183 427 0.9600614
184 11 0.9581964
184 34 0.9660438
184 50 0.9951326
184 84 0.97286767
184 99 0.9762298
184 125 0.9936562
184 140 0.922036
184 165 0.9965082
184 166 0.9983419
184 184 0.987099
184 195 0.98659027
184 224 0.9393291
184 244 0.99789906
184 247 0.97265965
184 249 0.9714684
184 262 0.97551143
184 279 0.9504686
184 280 0.99646735
184 289 0.95912224
184 290 0.9330997
184 318 0.9020424
184 329 0.9790115
184 331 0.92249554
184 395 0.9988682
184 427 0.99057454
184 436 0.99583673
184 443 0.9856838
184 498 0.9617713
184 546 0.9586065
184 647 0.90086615
184 855 0.9727295
184 859 0.9901376
184 917 0.9160033
184 923 0.99763405
184 925 0.9998652
184 1026 0.99669087
184 1149 0.9894392
184 1156 0.94267434
185 99 0.9929275
185 436 0.916708
185 461 0.92381215
186 109 0.93036944
186 165 0.9959965
186 224 0.96889234
186 375 0.9874162
186 431 0.98344237
186 460 0.9920695
186 462 0.9954562
186 498 0.93975604
187 859 0.91612107
188 50 0.9330457
189 395 0.9902056
189 460 0.9313885
191 68 0.9920896
191 120 0.9941989
191 165 0.99114746
191 195 0.932591
191 257 0.9557234
191 279 0.98936874
191 310 0.93059784
191 327 0.923064
191 328 0.9250239
191 431 0.9174432
191 436 0.9179357
191 443 0.98760605
191 460 0.99282515
191 609 0.94920087
191 894 0.9082071
191 1215 0.9425473
192 50 0.99506325
192 99 0.9929328
192 109 0.99607277
192 140 0.9767219
192 243 0.99646616
192 289 0.9175234
192 310 0.9877665
192 428 0.9503762
192 766 0.9383612
192 923 0.9786799
193 50 0.9584233
193 151 0.99369025
194 140 0.9475696
194 431 0.9744468
195 13 0.9195562
195 109 0.9918697
195 120 0.91558987
195 244 0.96573037
195 279 0.9912196
195 289 0.9976509
196 461 0.96283305
197 50 0.90427107
197 274 0.92719615
197 279 0.90461326
197 289 0.99451727
197 329 0.9022662
197 395 0.9384726
197 460 0.9017158
197 925 0.9128157
197 1169 0.9647992
198 68 0.90036625
198 165 0.90757984
198 279 0.9140412
198 310 0.9132967
198 359 0.98559743
198 461 0.9939839
198 988 0.9374008
198 989 0.9872436
199 151 0.90883905
199 431 0.90044075
199 460 0.94699836
200 49 0.95943534
200 257 0.9990287
201 27 0.9798513
201 151 0.9669649
201 238 0.9808972
201 274 0.9774859
201 395 0.92088455
201 443 0.97366536
201 461 0.9891082
201 1167 0.91042817
202 165 0.96915925
202 257 0.9842338
202 359 0.9203197
202 427 0.9481699
202 443 0.99262357
202 562 0.9380633
203 27 0.9768713
203 165 0.99041474
203 436 0.915349
204 11 0.95310634
204 99 0.9948968
204 120 0.95410746
204 151 0.9948538
204 279 0.9496877
204 323 0.96660066
204 367 0.9061886
204 427 0.9045308
204 460 0.98849887
206 224 0.96795315
207 3 0.9308429
207 27 0.9436722
207 50 0.99945647
207 74 0.9361763
207 120 0.9750396
207 238 0.95548815
207 244 0.91231996
207 279 0.9270521
207 327 0.95805293
207 427 0.9407199
207 458 0.9607574
207 460 0.9959351
207 546 0.99559456
207 989 0.91552645
208 11 0.9942023
208 184 0.91629267
208 989 0.96541417
209 151 0.9721644
209 460 0.96563554
211 109 0.9756422
211 165 0.96817
211 257 0.9430344
211 323 0.99871683
211 419 0.92936724
211 460 0.9130415
211 562 0.9935952
211 614 0.91886955
212 279 0.92442644
212 461 0.9159029
213 461 0.9342492
214 27 0.96421826
214 50 0.9798086
214 109 0.9253932
214 165 0.9901293
214 166 0.9156959
214 195 0.9869436
214 279 0.9944753
214 303 0.9429275
214 375 0.9352081
214 436 0.9987219
214 443 0.91959476
215 427 0.97042567
216 363 0.94852346
217 50 0.9870269
217 310 0.9164777
218 11 0.984353
218 34 0.91190326
218 165 0.9803223
218 289 0.989988
218 395 0.9782063
218 431 0.9597145
219 327 0.9197716
220 49 0.97945684
220 327 0.91874313
220 460 0.9756639
221 11 0.9875311
221 279 0.91512316
221 460 0.90652454
222 50 0.9983771
223 151 0.9783714
223 303 0.95168734
223 461 0.9455249
223 1170 0.925731
224 224 0.92761254
225 74 0.9932815
225 139 0.96122515
225 242 0.9972716
225 257 0.9916544
225 303 0.9147095
225 460 0.96947205
225 461 0.93418247
226 11 0.9909924
226 13 0.99766904
226 49 0.93395495
226 72 0.91411453
226 84 0.9873455
226 99 0.99293995
226 109 0.98385334
226 116 0.97688156
226 139 0.99568117
226 151 0.99939764
226 165 0.98530406
226 176 0.9501923
226 224 0.9850965
226 244 0.9813866
226 247 0.98750824
226 274 0.9977024
226 310 0.9768515
226 327 0.96507215
226 328 0.91170174
226 329 0.9984402
226 331 0.9825057
226 359 0.9456909
226 363 0.9247554
226 375 0.99093074
226 395 0.9770592
226 419 0.9519144
226 427 0.9735328
226 436 0.99977213
226 460 0.9437168
226 462 0.99783236
226 753 0.9527967
226 853 0.9325814
226 989 0.98889273
226 1170 0.97543067
226 1221 0.9041336
226 1240 0.99407506
227 11 0.92385143
227 50 0.96427274
227 74 0.92510206
227 139 0.9830252
227 460 0.9419893
228 99 0.9134732
228 100 0.9465861
228 244 0.9340788
228 289 0.9184222
228 367 0.9359266
228 436 0.93991953
228 461 0.94669014
229 3 0.9392683
229 7 0.90153843
229 27 0.9880535
229 99 0.96410775
229 151 0.9782683
229 242 0.9749405
229 280 0.94853204
229 363 0.94035554
229 395 0.9723334
229 427 0.9355643
229 443 0.95847505
229 547 0.9391582
229 989 0.94223773
229 1167 0.98573583
230 50 0.9847474
230 257 0.9902778
231 195 0.9846571
231 395 0.9240396
231 436 0.9574925
231 461 0.93726027
233 11 0.97473663
233 27 0.9995703
233 165 0.9447637
233 321 0.92758507
233 923 0.96717346
233 1418 0.95150155
234 165 0.92151195
234 257 0.9858519
234 303 0.9513817
235 50 0.93772715
235 303 0.94069415
235 310 0.9458312
236 151 0.951222
236 461 0.94949824
236 989 0.9653759
236 990 0.92801213
236 1171 0.99384415
237 27 0.9650881
237 68 0.987199
237 120 0.9547272
237 190 0.97701603
237 247 0.97629195
237 265 0.9343228
237 381 0.9819666
237 414 0.9581773
237 431 0.984504
237 461 0.98389673
237 697 0.99638176
237 978 0.96043473
237 1140 0.97920805
239 27 0.91930205
239 50 0.94576156
239 125 0.9543075
239 279 0.979512
239 443 0.93080056
240 13 0.91712284
240 46 0.9214567
240 109 0.97907305
240 329 0.9384889
240 367 0.9948329
240 917 0.98388404
241 13 0.92950696
241 27 0.9563023
241 61 0.9223821
241 165 0.91338843
241 279 0.98715705
241 431 0.9398444
242 395 0.9994159
243 68 0.9515786
243 165 0.99185747
243 375 0.9833213
243 431 0.9697869
243 436 0.9799367
244 11 0.9940019
244 120 0.97174567
244 165 0.97688246
244 186 0.92635936
244 244 0.916421
244 257 0.90953326
244 274 0.9139349
244 359 0.9711269
244 367 0.900076
244 436 0.9715927
244 443 0.9950001
244 461 0.9966419
244 571 0.9436648
245 99 0.9220183
245 120 0.98543614
245 279 0.9742843
245 461 0.9456499
246 11 0.9632405
246 50 0.9907313
246 243 0.92031634
246 310 0.92809796
247 50 0.996567
247 140 0.9375796
248 50 0.94500613
248 99 0.98000985
248 109 0.91524714
248 165 0.99454415
248 184 0.94465
248 233 0.96285266
248 244 0.9764906
248 279 0.97029895
248 395 0.9664307
248 461 0.9913106
248 989 0.9994485
249 50 0.90352196
251 11 0.95523626
251 50 0.9891081
252 20 0.9497084
252 27 0.9994855
252 50 0.995216
252 61 0.9726572
252 65 0.9474694
252 84 0.99092567
252 109 0.9861989
252 116 0.9271803
252 145 0.9198447
252 147 0.9628633
252 233 0.98818296
252 277 0.9260323
252 279 0.9802265
252 280 0.9401714
252 289 0.95659006
252 303 0.9995522
252 310 0.9741324
252 312 0.99918467
252 331 0.9374301
252 395 0.95784485
252 429 0.91209453
252 461 0.9883773
252 766 0.96071005
252 859 0.9059454
252 917 0.98954695
252 923 0.9691422
252 989 0.93246156
252 1170 0.9942855
252 1171 0.9167586
253 11 0.99909806
253 50 0.9854746
253 363 0.98102325
254 13 0.9329962
254 329 0.9573266
255 50 0.9741605
255 395 0.9993043
255 427 0.928513
255 436 0.99243075
256 11 0.9996853
256 20 0.99371135
256 49 0.9675454
256 72 0.9442474
256 103 0.9056947
256 109 0.9910467
256 116 0.96619606
256 139 0.99244577
256 140 0.92077285
256 145 0.9259947
256 151 0.995235
256 171 0.9871241
256 176 0.99757427
256 184 0.97086763
256 247 0.9518345
256 249 0.9345283
256 277 0.9538649
256 279 0.9549686
256 303 0.9998617
256 310 0.9642425
256 323 0.9150303
256 359 0.9462335
256 381 0.934989
256 427 0.9685431
256 432 0.98913866
256 443 0.93690294
256 461 0.90133667
256 766 0.9873217
256 990 0.9866262
256 995 0.9469027
256 1161 0.9159381
256 1170 0.9909888
256 1473 0.93083036
257 151 0.9058614
257 327 0.9117454
257 461 0.9249488
257 462 0.90364397
258 13 0.9968952
258 27 0.98986584
258 50 0.9341452
258 72 0.9843501
258 109 0.91986597
258 165 0.95592076
258 310 0.9938694
258 363 0.9877079
258 408 0.9810752
258 1167 0.9555871
258 1170 0.9605941
260 68 0.95971215
260 120 0.97363436
260 184 0.9306014
260 233 0.9474466
260 323 0.98775893
260 327 0.9740372
260 427 0.9065782
260 453 0.91087335
260 460 0.90301496
260 461 0.9354166
260 697 0.9188205
261 50 0.97598267
261 74 0.9752643
261 165 0.9976648
261 329 0.9523299
261 369 0.93188995
261 460 0.94815576
261 461 0.9805017
261 1151 0.9737935
262 68 0.99585634
262 74 0.9735834
262 109 0.9633446
262 116 0.9889023
262 120 0.9657962
262 195 0.9809348
262 242 0.99770385
262 257 0.94343513
262 279 0.99541795
262 289 0.914154
262 323 0.998543
262 327 0.9814238
262 367 0.99610376
262 375 0.9129881
262 436 0.92521685
262 460 0.9977708
262 995 0.9213803
263 11 0.9985258
263 165 0.97389925
263 395 0.9926616
263 427 0.99590755
263 460 0.9520254
263 718 0.9460476
263 853 0.9001741
264 27 0.94100183
264 279 0.97661364
264 460 0.9845799
264 988 0.9491491
265 27 0.9359293
265 233 0.9012593
265 367 0.9634393
265 436 0.94851714
266 50 0.9919774
266 274 0.9002626
266 303 0.9298626
266 310 0.9241186
267 100 0.97211266
267 120 0.9232835
269 27 0.9957633
269 50 0.9588419
269 99 0.960712
269 140 0.9972166
269 165 0.9857012
269 184 0.9333101
269 233 0.9962669
269 244 0.9931953
269 289 0.9983151
269 323 0.99519086
269 329 0.98715276
269 408 0.95681405
269 427 0.993389
269 487 0.99326056
269 510 0.9678463
269 571 0.948086
269 587 0.9585034
269 647 0.93577635
269 743 0.9385935
269 768 0.9058371
269 990 0.99118173
269 999 0.99413764
269 1120 0.9392316
269 1149 0.91384697
269 1486 0.9099437
270 27 0.96075267
270 50 0.9117406
270 68 0.99883574
270 74 0.92119116
270 151 0.97181374
270 165 0.93043023
270 321 0.99090517
270 436 0.9817778
271 242 0.95985526
271 279 0.9367732
272 49 0.9189831
272 61 0.93025565
272 84 0.9887821
272 99 0.9915432
272 109 0.9948096
272 125 0.93532914
272 151 0.99965453
272 165 0.99755377
272 176 0.97133315
272 184 0.99008
272 224 0.98847127
272 239 0.95101136
272 274 0.91988
272 279 0.99963975
272 280 0.9304977
272 303 0.9895812
272 310 0.9914602
272 327 0.91817296
272 328 0.9956756
272 359 0.98215586
272 363 0.99547654
272 367 0.9770269
272 369 0.9272804
272 395 0.92692906
272 414 0.9148925
272 424 0.9607708
272 427 0.9916997
272 431 0.98932755
272 436 0.98315054
272 443 0.9963219
272 449 0.9488879
272 461 0.98376596
272 494 0.9554333
272 519 0.91110414
272 529 0.90146786
272 766 0.93507653
272 988 0.99937576
272 989 0.93583107
272 990 0.9663402
272 995 0.9797941
272 1016 0.95724314
272 1035 0.97546685
272 1171 0.9654629
272 1383 0.9451961
273 27 0.957523
273 165 0.9995603
273 224 0.92322856
273 244 0.9874933
273 289 0.9829931
273 310 0.9939394
273 408 0.99410087
273 989 0.9275104
274 27 0.9749748
274 50 0.9928582
274 68 0.91355467
274 120 0.9791886
274 257 0.96677256
274 274 0.9103811
274 289 0.96301657
274 431 0.9419887
274 460 0.9925243
276 27 0.9537036
276 109 0.9644819
276 120 0.9896493
276 141 0.949591
276 242 0.9264546
276 247 0.97920096
276 274 0.9241137
276 290 0.97171134
276 310 0.93762547
276 369 0.9668044
276 453 0.9620081
276 461 0.9649625
276 494 0.9133875
276 498 0.9057712
276 519 0.9215588
276 562 0.9781125
276 861 0.98521614
276 1509 0.964735
277 195 0.9119997
277 312 0.9973349
277 427 0.961167
277 460 0.9788415
277 461 0.9150191
277 598 0.97506225
278 244 0.9598219
279 40 0.900117
279 242 0.9136926
279 395 0.9010969
280 27 0.94340956
280 141 0.9763613
280 436 0.9982229
280 498 0.9828493
280 1170 0.9643815
281 27 0.9690689
281 74 0.90289295
281 99 0.9941187
281 139 0.9171744
281 151 0.9620413
281 195 0.97995067
281 244 0.9511068
281 280 0.9582938
281 460 0.9990953
281 994 0.9216947
281 1170 0.9307896
282 257 0.9021302
282 274 0.9906132
282 279 0.92204535
282 483 0.99471337
282 925 0.9735116
282 1171 0.9335783
284 100 0.94407547
284 122 0.9879935
284 151 0.91298157
284 233 0.9293289
284 289 0.9668083
284 367 0.9737389
284 395 0.9942246
284 422 0.9928576
284 424 0.93372566
284 436 0.99409544
284 461 0.9729907
284 1175 0.92282414
286 27 0.9773302
286 99 0.90477735
286 165 0.99041677
286 279 0.9398926
286 989 0.9765512
287 13 0.9956149
287 109 0.99451303
287 165 0.93764603
287 244 0.98442996
287 279 0.9958247
288 13 0.95010775
288 84 0.9080369
288 99 0.9666528
288 109 0.9079977
288 125 0.9848262
288 165 0.9995036
288 244 0.9658868
288 289 0.9979887
288 395 0.9608354
288 461 0.99679595
288 990 0.94209343
289 99 0.9459934
289 165 0.9899545
289 222 0.9551084
289 233 0.9576007
289 274 0.9002391
289 279 0.99431723
289 427 0.91591346
289 436 0.901606
289 461 0.99882585
290 109 0.9930038
290 329 0.988735
290 436 0.99795413
290 461 0.9071629
290 1169 0.9783611
290 1175 0.9408479
291 68 0.90010273
291 289 0.96754485
292 84 0.96264577
292 99 0.9950854
292 165 0.9525707
292 222 0.97419524
292 233 0.9886536
292 244 0.9806291
292 279 0.96743715
292 289 0.991852
292 310 0.9813943
292 329 0.99963987
292 359 0.99316025
292 443 0.9926696
292 461 0.9949516
292 988 0.9224213
292 990 0.9840236
292 1017 0.9208767
292 1167 0.9870882
293 50 0.9998105
293 68 0.91172546
293 84 0.99119943
293 89 0.96066064
293 99 0.9896102
293 116 0.9392417
293 151 0.99577636
293 167 0.91944987
293 184 0.9977603
293 224 0.958546
293 233 0.9907488
293 239 0.94707286
293 242 0.95962226
293 244 0.93439263
293 279 0.99875546
293 303 0.93975157
293 310 0.96059585
293 323 0.91625583
293 328 0.9120662
293 329 0.977095
293 369 0.95251703
293 375 0.9977672
293 395 0.9842247
293 424 0.9734072
293 427 0.9983961
293 436 0.9641618
293 453 0.96197826
293 460 0.98868763
293 462 0.9968725
293 473 0.9901751
293 476 0.9966304
293 582 0.9159392
293 766 0.96531147
293 986 0.92270446
293 1012 0.9835699
293 1152 0.9326197
293 1169 0.9968125
293 1171 0.99623126
293 1174 0.9609008
293 1382 0.98043066
295 50 0.9541234
295 109 0.9692611
295 166 0.9416185
295 274 0.91952914
295 310 0.9901994
295 323 0.9563255
295 363 0.96941704
295 369 0.9845961
295 923 0.97816384
296 50 0.9978986
296 100 0.9404384
296 224 0.9567426
296 424 0.9355244
296 494 0.9272461
298 84 0.9552568
298 274 0.9669763
298 427 0.97171277
298 436 0.93364793
298 461 0.97451925
298 925 0.9365369
299 100 0.90667415
299 224 0.90178376
299 427 0.9478762
299 443 0.97867227
299 458 0.91018546
299 460 0.98141885
299 989 0.92880714
300 3 0.99181014
300 7 0.99487346
300 13 0.9914028
300 17 0.92124176
300 27 0.992288
300 44 0.92697597
300 109 0.99879766
300 120 0.94685876
300 140 0.99423695
300 165 0.999008
300 166 0.98140806
300 176 0.94957465
300 233 0.99745375
300 244 0.92717475
300 257 0.9291148
300 289 0.9990544
300 303 0.9423038
300 310 0.9958763
300 323 0.99494886
300 329 0.98674554
300 375 0.98749626
300 408 0.9879131
300 431 0.9961164
300 436 0.9986166
300 460 0.92063236
300 462 0.9970728
300 498 0.9690168
300 860 0.95119786
300 925 0.9228363
300 989 0.90140903
300 990 0.92333394
300 1141 0.96937513
300 1155 0.90307456
300 1169 0.99673516
300 1170 0.9402956
300 1171 0.9708265
301 310 0.9409673
301 323 0.9100806
301 427 0.9432851
301 460 0.98797894
302 460 0.99838614
303 40 0.9510225
303 50 0.91519934
303 76 0.92313856
303 99 0.992964
303 125 0.97869235
303 151 0.98999584
303 165 0.99511397
303 166 0.9153001
303 195 0.98366886
303 244 0.9925685
303 249 0.98009366
303 279 0.9803861
303 280 0.946292
303 303 0.90966976
303 323 0.9984029
303 327 0.96791136
303 328 0.98768103
303 331 0.9431221
303 367 0.9861056
303 375 0.9920942
303 395 0.9996693
303 424 0.9308013
303 431 0.9313031
303 461 0.9813067
303 462 0.978131
303 510 0.9556254
303 606 0.98599166
303 697 0.98403394
303 810 0.95367086
303 925 0.9374565
303 988 0.99961287
303 989 0.96075463
303 994 0.9962198
303 999 0.9186172
304 195 0.9001644
305 165 0.90400213
307 27 0.97725415
307 49 0.99676174
307 50 0.9866019
307 84 0.9505246
307 99 0.98355144
307 109 0.98527944
307 120 0.9216004
307 125 0.98054445
307 139 0.9604133
307 166 0.96980333
307 176 0.9955883
307 184 0.94900185
307 187 0.9679395
307 190 0.9650082
307 202 0.9557587
307 233 0.9861339
307 277 0.96322
307 279 0.99967694
307 280 0.97234297
307 289 0.9960983
307 310 0.9957461
307 323 0.9724689
307 329 0.9898102
307 359 0.9137061
307 365 0.9709552
307 369 0.9405301
307 395 0.91155976
307 557 0.9113235
307 577 0.94163024
307 697 0.97821015
307 766 0.9074835
307 994 0.97682333
307 1149 0.97452706
308 50 0.9907425
308 395 0.98192596
308 460 0.98793846
310 11 0.9226302
310 27 0.97975516
310 49 0.97556144
310 72 0.9699154
310 109 0.9748984
310 195 0.9716305
310 395 0.9342598
310 427 0.98107064
310 436 0.9555331
310 1167 0.9835096
310 1169 0.97155523
311 11 0.99120635
311 13 0.9490304
311 27 0.9470431
311 49 0.9669835
311 50 0.9513616
311 84 0.9971854
311 151 0.9653535
311 166 0.9888657
311 184 0.9803324
311 233 0.9767476
311 279 0.99932945
311 280 0.9570312
311 289 0.9852899
311 323 0.9798835
311 328 0.9644733
311 359 0.93911076
311 375 0.9188228
311 431 0.9204057
311 436 0.99574184
311 697 0.95122284
311 999 0.9571774
312 11 0.9501121
313 50 0.9841659
313 74 0.9131896
313 151 0.9793371
313 279 0.90728617
313 427 0.96214044
313 431 0.96449697
313 460 0.9849123
313 989 0.97104084
313 995 0.93441635
315 68 0.99391335
315 74 0.95213
315 195 0.98572034
315 242 0.9656084
315 327 0.9945949
315 460 0.9965753
316 120 0.9925598
316 264 0.9188149
316 303 0.942574
316 310 0.92511034
316 427 0.93685794
316 436 0.90816
316 460 0.9746561
317 13 0.9877368
317 141 0.9409607
317 151 0.9816188
317 195 0.94578916
317 222 0.9796696
317 233 0.96671057
317 244 0.9857064
317 280 0.9690738
317 323 0.94134367
317 331 0.99410087
317 461 0.9966667
317 990 0.9964585
318 11 0.99380314
318 50 0.98732984
318 68 0.9264199
318 84 0.9542376
318 109 0.99933857
318 120 0.9916447
318 151 0.9793982
318 224 0.9353938
318 279 0.9914648
318 289 0.96056354
318 323 0.99864656
318 375 0.9856661
318 431 0.9063088
318 461 0.9736093
318 462 0.98038757
318 990 0.9729644
320 151 0.9335253
320 279 0.97450995
321 165 0.9150528
322 151 0.9076194
322 279 0.9989949
322 989 0.9918864
323 279 0.9775399
323 427 0.94179004
324 165 0.90182304
325 165 0.96447456
325 184 0.9170889
325 279 0.99785966
325 461 0.9405774
325 1167 0.92472434
326 99 0.98428106
326 165 0.9837802
326 279 0.9147538
326 310 0.9843397
326 323 0.96598077
326 427 0.97059333
326 460 0.93378466
326 461 0.9221082
327 11 0.9299156
327 27 0.9344458
327 50 0.9874019
327 61 0.9236925
327 195 0.90588975
328 329 0.9594428
328 431 0.9333768
328 989 0.91280824
329 109 0.92164135
329 289 0.9502341
330 11 0.9749349
330 27 0.99687874
330 50 0.9935522
330 59 0.9353895
330 65 0.90631276
330 72 0.9841644
330 99 0.9972063
330 100 0.99332035
330 122 0.9494024
330 125 0.99044865
330 151 0.9553777
330 176 0.99789524
330 242 0.92620486
330 244 0.9295287
330 249 0.98986316
330 262 0.9037547
330 279 0.9935766
330 280 0.9532828
330 289 0.9053617
330 290 0.9328521
330 291 0.9945589
330 323 0.95289236
330 359 0.96994376
330 363 0.9730559
330 367 0.98663574
330 401 0.9714058
330 422 0.99364895
330 424 0.9558308
330 427 0.97399616
330 431 0.9971884
330 441 0.98000115
330 443 0.9994485
330 460 0.9914272
330 461 0.985493
330 497 0.92778164
330 547 0.9962741
330 606 0.97592634
330 614 0.9788381
330 697 0.99637115
330 723 0.96602815
330 925 0.9444277
330 985 0.9895578
330 986 0.9930782
330 988 0.99867177
330 989 0.95490885
330 990 0.9082809
330 995 0.93713015
330 1165 0.9431199
330 1167 0.96007
330 1168 0.97592556
330 1170 0.9960813
330 1171 0.9192186
331 11 0.98733974
331 49 0.9151148
331 84 0.91172683
331 151 0.9947535
331 244 0.91346884
331 274 0.9204484
331 280 0.9450799
331 290 0.9750929
331 303 0.9092636
331 310 0.99623495
331 331 0.994806
331 367 0.9559337
331 422 0.97856605
331 453 0.9492435
331 461 0.9604406
331 697 0.9953537
331 988 0.99396944
331 989 0.98508346
331 990 0.9773766
331 999 0.99265903
331 1169 0.9852771
331 1170 0.9795654
333 13 0.9071661
333 74 0.93499345
333 166 0.9752892
333 224 0.9243853
333 242 0.9924319
333 323 0.9812918
333 327 0.91901803
333 380 0.953953
333 460 0.99824655
334 3 0.977445
334 151 0.90642715
334 247 0.98258144
334 279 0.96480966
334 280 0.9799902
334 303 0.94877946
334 327 0.96210337
334 461 0.9920465
335 11 0.91678715
335 151 0.95177007
335 279 0.9558348
336 109 0.9784864
336 257 0.99314886
336 289 0.93998706
336 431 0.9878462
336 462 0.98865205
338 50 0.9341138
338 165 0.9450678
338 184 0.9685136
338 233 0.98393226
338 431 0.9141293
338 436 0.979714
339 140 0.9276514
339 257 0.99784243
339 436 0.98094887
339 461 0.95261264
340 27 0.9889865
340 72 0.9369852
340 84 0.9757843
340 443 0.98918486
340 461 0.97341293
340 923 0.9959943
340 1030 0.9747746
340 1167 0.9961463
340 1170 0.96024567
341 68 0.98046964
341 99 0.9715737
341 109 0.97718585
341 116 0.9916049
341 176 0.98214036
341 233 0.97502047
341 242 0.9801711
341 244 0.9396479
341 274 0.9657082
341 323 0.98241675
341 359 0.95624024
341 363 0.9617634
341 395 0.9588199
341 424 0.9181904
341 460 0.9995431
341 461 0.99114275
341 462 0.93979096
341 989 0.92904323
341 1174 0.9161792
342 27 0.960863
342 140 0.9805565
342 195 0.95991224
342 274 0.9479883
342 289 0.9684465
342 460 0.9319578
342 767 0.9295052
342 923 0.91060185
342 1170 0.9232763
344 13 0.98080635
344 27 0.9779196
344 46 0.9056755
344 165 0.9569602
344 222 0.98625165
344 279 0.9165104
344 289 0.9237857
344 331 0.938955
344 359 0.9447739
344 431 0.9843115
344 443 0.9602785
344 461 0.9945148
344 547 0.92610896
344 925 0.9194887
345 27 0.9639812
345 68 0.9543538
345 120 0.9510568
345 233 0.9322922
345 460 0.9699489
346 165 0.99223083
346 323 0.98026377
346 436 0.90857404
346 460 0.9943962
347 11 0.96430016
347 50 0.982248
347 68 0.9674385
347 99 0.95813555
347 195 0.9858913
347 327 0.92427063
347 424 0.99492127
347 436 0.9677174
347 460 0.9998276
348 68 0.9776689
348 74 0.9968188
348 109 0.9048688
348 165 0.9565488
348 316 0.9795513
348 323 0.99644476
348 363 0.95449394
348 367 0.95295465
348 436 0.9926151
348 460 0.98958325
348 569 0.96378565
348 1001 0.9395569
349 279 0.9035174
349 289 0.9887184
349 323 0.97939074
349 327 0.98148155
349 431 0.91907924
349 461 0.9082629
350 50 0.98905665
350 99 0.98308015
350 109 0.9554243
350 151 0.98357564
350 233 0.90823233
350 279 0.96980524
350 331 0.9131138
350 431 0.9303172
350 461 0.95895004
352 50 0.99724686
353 50 0.9282049
353 166 0.9448411
353 375 0.95601934
353 395 0.9660922
354 27 0.9883052
354 50 0.99953854
354 109 0.96690625
354 140 0.90233386
354 289 0.97127163
354 310 0.97798675
354 443 0.9846718
354 460 0.9199614
355 74 0.9482989
356 50 0.9748716
356 99 0.99559826
356 257 0.9869703
356 289 0.9509916
356 303 0.94350374
356 427 0.92653686
356 461 0.999358
356 506 0.91802716
356 917 0.9631958
356 1171 0.9968309
356 1499 0.9404163
357 50 0.99533725
357 107 0.98045534
357 109 0.9935262
357 116 0.97519046
357 120 0.98992795
357 125 0.91107684
357 151 0.979266
357 165 0.96031886
357 166 0.9907246
357 184 0.9900086
357 247 0.99739885
357 279 0.9860531
357 289 0.9000895
357 310 0.9428809
357 327 0.9844214
357 331 0.98619473
357 367 0.947916
357 375 0.96416926
357 422 0.9880873
357 431 0.99861073
357 436 0.9867619
357 453 0.9949215
357 461 0.9941299
357 462 0.99581075
357 494 0.9514384
357 917 0.9546243
357 1376 0.9957997
359 242 0.9981495
360 310 0.96708983
360 436 0.9915262
361 279 0.9321906
361 461 0.9607887
362 50 0.9814432
362 99 0.98438686
362 125 0.98856854
362 140 0.95178884
362 151 0.9360165
362 165 0.9988667
362 195 0.9952874
362 257 0.9932359
362 261 0.94828695
362 279 0.94516844
362 289 0.9962568
362 323 0.94976354
362 329 0.9313798
362 408 0.9387397
362 440 0.9391872
363 460 0.9525837
364 34 0.9149289
364 50 0.91335714
364 74 0.9742138
364 83 0.9012993
364 120 0.990044
364 238 0.9943116
364 427 0.98786086
364 443 0.9965836
